id,name,Label,labels,entityType,brand,category,country,foundedYear,marketPositioning,price,releaseYear,weight,effectivePixels,ibisStops,afPoints,batteryShots,cardSlots,screenType,videoBitrate,mount,portabilityLevel,focalLength,maxAperture,lensType,coverage,stabilization,ecosystemNote,componentType,indexValue,description,minBudget,maxBudget,experience,mainUse,portabilityNeed,sourcePlatform,sourceRank,sourceTitle,sourceUrl,marketHotScore,marketNote,keyword,sku,title,shop,sold,soldScore,rank,url,capturedAt,cameraModel,lensModel,priceType,priceDate,condition,mediaScore,userScore,pros,cons,reviewDate,targetModel,platform
cam_q3,Q3,CameraModel,CameraModel|Entity,CameraModel,徕卡,便携固定镜头相机,,,,46900,2023,743,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,徕卡 Q3 全画幅便携相机,https://leica-camera.com/,76,高端全画幅固定镜头相机,,,,,,,,,,,,,,,,,,,,,
cam_r1,EOS R1,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,45999,2024,920,2420,8.5,1053,420,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,87,佳能热门/代表型号，适合sports场景,,,,,,,,,,,,,,,,,,,,,
cam_r10,EOS R10,CameraModel,CameraModel|Entity,CameraModel,佳能,APS-C画幅微单,,,,6799,2022,429,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,佳能 EOS R10 APS-C 微单相机,https://www.canon.com.cn/,86,对焦和连拍表现较好，适合入门进阶,,,,,,,,,,,,,,,,,,,,,
cam_r100,EOS R100,CameraModel,CameraModel|Entity,CameraModel,佳能,APS-C画幅微单,,,,3999,2023,356,2410,0,143,430,1,固定屏,120Mbps,佳能RF卡口,高,,,,,,,,,,,,,,,京东自营数码微单排行榜,,佳能 EOS R100 入门级微单相机 旅行家用学生vlog,https://www.jd.com/phb/key_65248aeaf2fae7926b5.html,91,低价入门微单，适合学生和家庭记录,,,,,,,,,,,,,,,,,,,,,
cam_r10_old,EOS R10,CameraModel,CameraModel|Entity,CameraModel,佳能,APS-C画幅微单,,,,6799,2022,429,2420,0,651,420,1,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,90,佳能热门/代表型号，适合beginner场景,,,,,,,,,,,,,,,,,,,,,
cam_r3,EOS R3,CameraModel,CameraModel|Entity,CameraModel,,,,,,36999,2021,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r5,EOS R5,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,21999,2020,738,4500,8,1053,420,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,91,佳能热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_r50,EOS R50,CameraModel,CameraModel|Entity,CameraModel,,,,,,4599,2023,375,2420,0,651,370,1,侧翻触控屏,120Mbps,佳能RF卡口,高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r5c,EOS R5 C,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,26999,2022,770,4500,0,1053,420,2,翻折触控屏,200Mbps,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,88,佳能热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_r5m2,EOS R5 Mark II,CameraModel,CameraModel|Entity,CameraModel,,,,,,26999,2024,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r6,EOS R6,CameraModel,CameraModel|Entity,CameraModel,,,,,,12999,2020,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r6m2,EOS R6 Mark II,CameraModel,CameraModel|Entity,CameraModel,,,,,,15499,2022,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r7,EOS R7,CameraModel,CameraModel|Entity,CameraModel,,,,,,8999,2022,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_r8,EOS R8,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,10499,2023,461,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,佳能 EOS R8 轻量全画幅微单相机,https://www.canon.com.cn/,89,轻量全画幅，适合人像、旅行和视频,,,,,,,,,,,,,,,,,,,,,
cam_r8_dup,EOS R8,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,10499,2023,461,2420,0,1053,420,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,89,佳能热门/代表型号，适合portrait场景,,,,,,,,,,,,,,,,,,,,,
cam_rp,EOS RP,CameraModel,CameraModel|Entity,CameraModel,佳能,全画幅微单,,,,6999,2019,485,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,佳能 EOS RP 入门全画幅微单,https://www.canon.com.cn/,78,低价全画幅入门选择,,,,,,,,,,,,,,,,,,,,,
cam_rs3pro,Ronin 4D,CameraModel,CameraModel|Entity,CameraModel,大疆,Vlog便携相机,,,,46888,2021,4670,6000,0,0,420,2,触控屏,200Mbps,Vlog便携相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,78,大疆热门/代表型号，适合professional场景,,,,,,,,,,,,,,,,,,,,,
cam_s1,Lumix S1,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,10999,2019,1021,2420,6,225,300,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,91,松下热门/代表型号，适合portrait场景,,,,,,,,,,,,,,,,,,,,,
cam_s1h,Lumix S1H,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,21999,2019,1164,2420,6,225,300,2,翻折触控屏,200Mbps,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,89,松下热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_s1r,Lumix S1R,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,16999,2019,1020,4730,6,225,300,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,90,松下热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_s5,Lumix S5,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,7999,2020,714,2420,6.5,225,420,1,翻折触控屏,200Mbps,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,88,松下热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_s5m2,Lumix S5 II,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,10999,2023,740,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,松下 Lumix S5 II 全画幅微单相机,https://www.panasonic.cn/,84,全画幅视频和照片均衡机型,,,,,,,,,,,,,,,,,,,,,
cam_s5m2x,Lumix S5 IIX,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,13999,2023,740,2420,6.5,779,420,2,翻折触控屏,200Mbps,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,87,松下热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_s9,Lumix S9,CameraModel,CameraModel|Entity,CameraModel,松下,全画幅微单,,,,7999,2024,486,2420,6.5,779,470,1,侧翻触控屏,200Mbps,L卡口,高,,,,,,,,,,,,,,,京东登录态搜索页,,松下S9N 银色丨12期免息丨下单送好礼！,https://item.jd.com/10121433099690.html,86,全画幅轻便视频机，适合Vlog、旅行和日常创作,,,,,,,,,,,,,,,,,,,,,
cam_sl2,SL2,CameraModel,CameraModel|Entity,CameraModel,徕卡,全画幅微单,,,,38900,2019,835,4730,5.5,225,300,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,87,徕卡热门/代表型号，适合studio场景,,,,,,,,,,,,,,,,,,,,,
cam_sl2s,SL2-S,CameraModel,CameraModel|Entity,CameraModel,徕卡,全画幅微单,,,,32900,2020,850,2420,5.5,225,420,2,翻折触控屏,200Mbps,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,86,徕卡热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_sl3,SL3,CameraModel,CameraModel|Entity,CameraModel,徕卡,全画幅微单,,,,54800,2024,769,6030,5,779,420,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,85,徕卡热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_sofort2,Sofort 2,CameraModel,CameraModel|Entity,CameraModel,徕卡,便携固定镜头相机,,,,2999,2023,320,500,0,0,420,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,80,徕卡热门/代表型号，适合beginner场景,,,,,,,,,,,,,,,,,,,,,
cam_stellar,Stellar,CameraModel,CameraModel|Entity,CameraModel,哈苏,便携固定镜头相机,,,,14999,2013,240,2020,0,25,300,2,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,82,哈苏热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_tg6,TG-6,CameraModel,CameraModel|Entity,CameraModel,OM System,便携固定镜头相机,,,,2999,2019,253,1200,0,25,300,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,84,OM System热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_tg7,TG-7,CameraModel,CameraModel|Entity,CameraModel,OM System,便携固定镜头相机,,,,3999,2023,249,1200,0,25,420,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,85,OM System热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_theta_sc2,Theta SC2,CameraModel,CameraModel|Entity,CameraModel,理光,Vlog便携相机,,,,1999,2019,104,1400,0,0,300,1,翻折触控屏,200Mbps,Vlog便携相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,79,理光热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_theta_x,Theta X,CameraModel,CameraModel|Entity,CameraModel,理光,Vlog便携相机,,,,5999,2022,170,6000,0,0,420,1,翻折触控屏,200Mbps,Vlog便携相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,80,理光热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_theta_z1,Theta Z1,CameraModel,CameraModel|Entity,CameraModel,理光,Vlog便携相机,,,,6999,2019,182,2300,0,0,300,1,翻折触控屏,200Mbps,Vlog便携相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,81,理光热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_tl2,TL2,CameraModel,CameraModel|Entity,CameraModel,徕卡,APS-C画幅微单,,,,9999,2017,399,2420,0,49,300,1,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,83,徕卡热门/代表型号，适合street场景,,,,,,,,,,,,,,,,,,,,,
cam_vlux5,V-LUX 5,CameraModel,CameraModel|Entity,CameraModel,徕卡,便携固定镜头相机,,,,9999,2019,812,2010,0,49,300,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,81,徕卡热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_wg6,WG-6,CameraModel,CameraModel|Entity,CameraModel,理光,便携固定镜头相机,,,,1999,2019,246,2000,0,9,300,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,82,理光热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_wg7,WG-7,CameraModel,CameraModel|Entity,CameraModel,理光,便携固定镜头相机,,,,2499,2021,246,2000,0,9,420,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,83,理光热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_wg8,WG-8,CameraModel,CameraModel|Entity,CameraModel,理光,便携固定镜头相机,,,,2999,2024,242,2000,0,9,420,1,触控屏,,便携固定镜头相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,84,理光热门/代表型号，适合travel场景,,,,,,,,,,,,,,,,,,,,,
cam_x100vi,X100VI,CameraModel,CameraModel|Entity,CameraModel,,,,,,11390,2024,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_x1d,X1D,CameraModel,CameraModel|Entity,CameraModel,哈苏,中画幅微单,,,,29999,2016,725,5000,0,117,300,2,触控屏,,中画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,91,哈苏热门/代表型号，适合studio场景,,,,,,,,,,,,,,,,,,,,,
cam_x1d2,X1D II 50C,CameraModel,CameraModel|Entity,CameraModel,哈苏,中画幅微单,,,,39999,2019,766,5000,0,117,300,2,触控屏,,中画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,90,哈苏热门/代表型号，适合studio场景,,,,,,,,,,,,,,,,,,,,,
cam_x2d,X2D 100C,CameraModel,CameraModel|Entity,CameraModel,哈苏,中画幅微单,,,,54800,2022,895,10000,7,294,420,2,翻折触控屏,,哈苏XCD卡口,低,,,,,,,,,,,,,,,市场补充,,哈苏 X2D 100C 中画幅无反,https://www.hasselblad.com/,74,高端中画幅高像素机型，适合商业和风光,,,,,,,,,,,,,,,,,,,,,
cam_xh2,X-H2,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,13999,2022,660,4020,7,425,420,2,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,91,富士热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_xh2s,X-H2S,CameraModel,CameraModel|Entity,CameraModel,,,,,,16700,2022,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_xm5,X-M5,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,5999,2024,355,,,,,,,,,,,,,,,,,,,,,,,,京东自营微单排行榜,9,富士 X-M5 微单相机 2610万像素 AI智能对焦 胶片模拟,https://www.jd.com/phb/key_652c33b950d6af2d7e9.html,89,轻量复古入门机，适合街拍和旅行,,,,,,,,,,,,,,,,,,,,,
cam_xpro3,X-Pro3,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,12999,2019,497,2610,0,425,300,2,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,90,富士热门/代表型号，适合street场景,,,,,,,,,,,,,,,,,,,,,
cam_xs10,X-S10,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,6999,2020,465,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,富士 X-S10 微单相机,https://www.fujifilm.com.cn/,80,具备防抖和胶片模拟，性价比较好,,,,,,,,,,,,,,,,,,,,,
cam_xs20,X-S20,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,9199,2023,491,2610,7,425,750,1,侧翻触控屏,360Mbps,富士X卡口,高,,,,,,,,,,,,,,,京东自营微单排行榜,1,富士 X-S20 微单相机 AI智能对焦 750张续航 Vlog模式,https://www.jd.com/phb/key_652c33b950d6af2d7e9.html,98,热销便携视频机，适合旅行、Vlog和直出,,,,,,,,,,,,,,,,,,,,,
cam_xt3,X-T3,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,5999,2018,539,2610,0,425,300,1,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,88,富士热门/代表型号，适合street场景,,,,,,,,,,,,,,,,,,,,,
cam_xt30iii,X-T30III,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,7449,2025,,,,,,,,,,,,,,,,,,,,,,,,,京东登录态搜索页,,富士（FUJIFILM）富士XT30三代 XT30III 三代入门微单数码相机 4KVlog摄影摄像机 X-T30III银+XC15-45mm变焦镜头 官方标配（机身+肩带+原装电池）,https://item.jd.com/10137496294268.html,79,京东搜索页出现的富士入门复古微单，适合入门、街拍和Vlog,,,,,,,,,,,,,,,,,,,,,
cam_xt4,X-T4,CameraModel,CameraModel|Entity,CameraModel,富士,APS-C画幅微单,,,,8999,2020,607,2610,6.5,425,420,1,翻折触控屏,200Mbps,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,89,富士热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_xt5,X-T5,CameraModel,CameraModel|Entity,CameraModel,,,,,,11990,2022,557,4020,7,425,580,2,三向翻折屏,360Mbps,富士X卡口,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_xt50,X-T50,CameraModel,CameraModel|Entity,CameraModel,,,,,,9999,2024,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_z30,Z 30,CameraModel,CameraModel|Entity,CameraModel,尼康,APS-C画幅微单,,,,4999,2022,405,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,尼康 Z30 Vlog 微单相机,https://www.nikon.com.cn/,90,入门视频和日常记录机型,,,,,,,,,,,,,,,,,,,,,
cam_z30_new,Z 30,CameraModel,CameraModel|Entity,CameraModel,尼康,APS-C画幅微单,,,,4999,2022,405,2088,0,209,420,1,翻折触控屏,200Mbps,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,89,尼康热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_z5,Z 5,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,7999,2020,675,2430,5,273,420,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,90,尼康热门/代表型号，适合beginner场景,,,,,,,,,,,,,,,,,,,,,
cam_z50,Z 50,CameraModel,CameraModel|Entity,CameraModel,,,,,,5599,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_z50m2,Z 50II,CameraModel,CameraModel|Entity,CameraModel,尼康,APS-C画幅微单,,,,6999,2024,550,,,,,,,,,,,,,,,,,,,,,,,,京东自营微单排行榜,8,尼康 Z50II 18-140mm VR 微单套机 Z50二代,https://www.jd.com/phb/key_652c33b950d6af2d7e9.html,91,适合新手和旅行，套机焦段覆盖广,,,,,,,,,,,,,,,,,,,,,
cam_z5m2,Z5 II,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,10999,2025,700,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,尼康 Z5 II 全画幅微单相机,https://www.nikon.com.cn/,86,入门全画幅升级选择,,,,,,,,,,,,,,,,,,,,,
cam_z6,Z 6,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,7999,2018,675,2450,5,273,300,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,85,尼康热门/代表型号，适合portrait场景,,,,,,,,,,,,,,,,,,,,,
cam_z6m2,Z 6II,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,9999,2020,705,2450,5,273,420,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,86,尼康热门/代表型号，适合portrait场景,,,,,,,,,,,,,,,,,,,,,
cam_z6m3,Z 6III,CameraModel,CameraModel|Entity,CameraModel,,,,,,16999,2024,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_z7,Z 7,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,9999,2018,675,4575,5,493,300,1,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,87,尼康热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_z7m2,Z 7II,CameraModel,CameraModel|Entity,CameraModel,尼康,全画幅微单,,,,14999,2020,705,4575,5,493,420,2,触控屏,,全画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,91,尼康热门/代表型号，适合landscape场景,,,,,,,,,,,,,,,,,,,,,
cam_z8,Z 8,CameraModel,CameraModel|Entity,CameraModel,,,,,,27999,2023,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_z9,Z 9,CameraModel,CameraModel|Entity,CameraModel,,,,,,35999,2021,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_zf,Z f,CameraModel,CameraModel|Entity,CameraModel,,,,,,13799,2023,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cam_zfc,Z fc,CameraModel,CameraModel|Entity,CameraModel,尼康,APS-C画幅微单,,,,6999,2021,445,2088,0,209,420,1,触控屏,,APS-C画幅微单,,,,,,,,,,,,,,,,品牌型号扩容,,,,88,尼康热门/代表型号，适合street场景,,,,,,,,,,,,,,,,,,,,,
cam_zv1m2,ZV-1 II,CameraModel,CameraModel|Entity,CameraModel,索尼,Vlog便携相机,,,,5499,2023,292,2010,0,315,420,1,翻折触控屏,200Mbps,Vlog便携相机,,,,,,,,,,,,,,,,品牌型号扩容,,,,89,索尼热门/代表型号，适合video场景,,,,,,,,,,,,,,,,,,,,,
cam_zve10,ZV-E10,CameraModel,CameraModel|Entity,CameraModel,索尼,APS-C画幅微单,,,,4599,2021,343,2420,0,425,440,1,侧翻屏,100Mbps,索尼E卡口,高,,,,,,,,,,,,,,,京东自营数码微单排行榜,7,索尼 ZV-E10K 半画幅直播4K视频 Vlog美颜神器,https://www.jd.com/phb/key_65248aeaf2fae7926b5.html,93,Vlog和入门视频创作热销机型,,,,,,,,,,,,,,,,,,,,,
cam_zve10m2,ZV-E10 II,CameraModel,CameraModel|Entity,CameraModel,索尼,APS-C画幅微单,,,,6999,2024,377,,,,,,,,,,,,,,,,,,,,,,,,市场补充,,索尼 ZV-E10 II Vlog 微单相机,https://www.sony.com.cn/,88,新一代Vlog入门机，适合视频和直播,,,,,,,,,,,,,,,,,,,,,
cat_apsc,APS-C画幅微单,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_compact,便携固定镜头相机,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_ff,全画幅微单,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_m43,M43微单,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_mf,中画幅微单,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat_vlog_compact,Vlog便携相机,CameraCategory,CameraCategory|Entity,CameraCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_bionz_xr,BIONZ XR,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像处理器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_digic_x,DIGIC X,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像处理器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_exmor_r,Exmor R CMOS,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像传感器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_exmor_rs,Exmor RS CMOS,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像传感器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_expeed_7,EXPEED 7,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像处理器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_x_proc_5,X-Processor 5,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像处理器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_xtrans_5,X-Trans CMOS 5 HR,Component,Component|Entity,Component,,,,,,,,,,,,,,,,,,,,,,,,图像传感器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_10fps,10fps 连拍速度,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,10fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_120fps,120fps 连拍速度,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,120fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_20fps,20fps 连拍速度,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,20fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_30fps,30fps 连拍速度,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,30fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_4k120p,4K 120p 视频规格,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,4K 120p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_4k60p,4K 60p 视频规格,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,4K 60p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
index_8k30p,8K 30p 视频规格,ParameterIndex,ParameterIndex|Entity,ParameterIndex,,,,,,,,,,,,,,,,,,,,,,,,,8K 30p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lens_c100500,RF 100-500mm F4.5-7.1 L IS USM,Lens,Lens|Entity,Lens,佳能,,,,,19999,,1530,,,,,,,,佳能RF卡口,,100-500mm,F4.5-7.1,超长焦变焦,全画幅,IS,,,,,,,,,,市场热销镜头扩容,,,,86,生态体育长焦,,,,,,,,,,,,,,,,,,,,,
lens_c1535,RF 15-35mm F2.8 L IS USM,Lens,Lens|Entity,Lens,佳能,,,,,15999,,840,,,,,,,,佳能RF卡口,,15-35mm,F2.8,广角变焦,全画幅,IS,,,,,,,,,,市场热销镜头扩容,,,,87,风光视频广角大三元,,,,,,,,,,,,,,,,,,,,,
lens_c18150,RF-S 18-150mm F3.5-6.3 IS STM,Lens,Lens|Entity,Lens,佳能,,,,,3299,,310,,,,,,,,佳能RF卡口,,18-150mm,F3.5-6.3,旅行变焦,APS-C,IS,佳能RF-S旅行大变焦,,,,,,,,,市场补充,,佳能 RF-S 旅行变焦镜头,https://www.canon.com.cn/,,APS-C一镜走天下,,,,,,,,,,,,,,,,,,,,,
lens_c1845,RF-S 18-45mm F4.5-6.3 IS STM,Lens,Lens|Entity,Lens,佳能,,,,,1499,,130,,,,,,,,佳能RF卡口,,18-45mm,F4.5-6.3,标准变焦,APS-C,IS,佳能RF-S入门套头,,,,,,,,,市场补充,,佳能 RF-S 入门套机镜头,https://www.canon.com.cn/,,R50/R100常见套机镜头,,,,,,,,,,,,,,,,,,,,,
