edge_id,from_id,from_name,from_label,to_id,to_name,to_label,type,score,note,properties_json
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869388,cam_gh5m2,Lumix GH5 II,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847180,cam_gh5m2,Lumix GH5 II,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613836,cam_gh5m2,Lumix GH5 II,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,89,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 89}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102731,cam_gh6,Lumix GH6,CameraModel,cat_m43,M43微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241611,cam_gh6,Lumix GH6,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869387,cam_gh6,Lumix GH6,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847179,cam_gh6,Lumix GH6,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613835,cam_gh6,Lumix GH6,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,90,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102660,cam_gh7,Lumix GH7,CameraModel,cat_m43,M43微单,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152922604118474884,cam_gh7,Lumix GH7,CameraModel,lens_p1232,Lumix G 12-32mm F3.5-5.6,Lens,COMPATIBLE_WITH,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6917530127152709934,cam_gh7,Lumix GH7,CameraModel,lens_p1260,Lumix G 12-60mm F2.8-4 OIS,Lens,COMPATIBLE_WITH,,市场热销镜头适配,"{""note"": ""市场热销镜头适配""}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:6937802922545643586,cam_gh7,Lumix GH7,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6933300422429900862,cam_gh7,Lumix GH7,CameraModel,band_high,高端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847108,cam_gh7,Lumix GH7,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1157431701303984260,cam_gh7,Lumix GH7,CameraModel,use_live,直播带货,UseCase,SUITABLE_FOR,94,专业视频规格适合直播和视频工作流,"{""note"": ""专业视频规格适合直播和视频工作流"", ""score"": 94}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490299012,cam_gh7,Lumix GH7,CameraModel,use_professional,商业专业拍摄,UseCase,SUITABLE_FOR,86,适合专业视频工作流,"{""note"": ""适合专业视频工作流"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613764,cam_gh7,Lumix GH7,CameraModel,use_video,视频创作,UseCase,SUITABLE_FOR,96,M43视频旗舰,"{""note"": ""M43视频旗舰"", ""score"": 96}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102767,cam_gr,GR,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241647,cam_gr,GR,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869423,cam_gr,GR,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847215,cam_gr,GR,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613871,cam_gr,GR,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,91,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 91}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102762,cam_gr2,GR II,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241642,cam_gr2,GR II,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869418,cam_gr2,GR II,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847210,cam_gr2,GR II,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613866,cam_gr2,GR II,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,96,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 96}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102666,cam_gr3,GR III,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6935551122731958336,cam_gr3,GR III,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6951314820939382845,cam_gr3,GR III,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847114,cam_gr3,GR III,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490299018,cam_gr3,GR III,CameraModel,use_beginner,入门学习,UseCase,SUITABLE_FOR,78,固定镜头培养构图,"{""note"": ""固定镜头培养构图"", ""score"": 78}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1157431701303984266,cam_gr3,GR III,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,96,街拍经典便携机,"{""note"": ""街拍经典便携机"", ""score"": 96}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613770,cam_gr3,GR III,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,92,口袋街拍旅行机,"{""note"": ""口袋街拍旅行机"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102765,cam_gr3street,GR III Street Edition,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241645,cam_gr3street,GR III Street Edition,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869421,cam_gr3street,GR III Street Edition,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847213,cam_gr3street,GR III Street Edition,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613869,cam_gr3street,GR III Street Edition,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,93,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 93}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102667,cam_gr3x,GR IIIx,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6937802922545643584,cam_gr3x,GR IIIx,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:6953566620753068093,cam_gr3x,GR IIIx,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847115,cam_gr3x,GR IIIx,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1155179901490299019,cam_gr3x,GR IIIx,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,78,40mm视角适合环境人像,"{""note"": ""40mm视角适合环境人像"", ""score"": 78}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1157431701303984267,cam_gr3x,GR IIIx,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,95,40mm视角适合街拍和环境人像,"{""note"": ""40mm视角适合街拍和环境人像"", ""score"": 95}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613771,cam_gr3x,GR IIIx,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,90,街拍便携,"{""note"": ""街拍便携"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102764,cam_gr3xhdf,GR IIIx HDF,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241644,cam_gr3xhdf,GR IIIx HDF,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869420,cam_gr3xhdf,GR IIIx HDF,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847212,cam_gr3xhdf,GR IIIx HDF,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613868,cam_gr3xhdf,GR IIIx HDF,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,94,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 94}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102766,cam_gr3xurban,GR IIIx Urban Edition,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241646,cam_gr3xurban,GR IIIx Urban Edition,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869422,cam_gr3xurban,GR IIIx Urban Edition,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847214,cam_gr3xurban,GR IIIx Urban Edition,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613870,cam_gr3xurban,GR IIIx Urban Edition,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,92,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102763,cam_griiihdf,GR III HDF,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241643,cam_griiihdf,GR III HDF,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869419,cam_griiihdf,GR III HDF,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847211,cam_griiihdf,GR III HDF,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613867,cam_griiihdf,GR III HDF,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,95,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 95}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102734,cam_gx9,Lumix GX9,CameraModel,cat_m43,M43微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241614,cam_gx9,Lumix GX9,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869390,cam_gx9,Lumix GX9,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847182,cam_gx9,Lumix GX9,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613838,cam_gx9,Lumix GX9,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,87,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 87}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102768,cam_gxr,GXR,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241648,cam_gxr,GXR,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869424,cam_gxr,GXR,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847216,cam_gxr,GXR,CameraModel,brand_ricoh,理光,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613872,cam_gxr,GXR,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,90,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102784,cam_h4d40,H4D-40,CameraModel,cat_mf,中画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241664,cam_h4d40,H4D-40,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869440,cam_h4d40,H4D-40,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847232,cam_h4d40,H4D-40,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613888,cam_h4d40,H4D-40,CameraModel,use_studio,商业棚拍,UseCase,SUITABLE_FOR,89,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 89}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102783,cam_h5d50c,H5D-50c,CameraModel,cat_mf,中画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241663,cam_h5d50c,H5D-50c,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869439,cam_h5d50c,H5D-50c,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847231,cam_h5d50c,H5D-50c,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613887,cam_h5d50c,H5D-50c,CameraModel,use_studio,商业棚拍,UseCase,SUITABLE_FOR,90,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 90}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102781,cam_h6d100c,H6D-100c,CameraModel,cat_mf,中画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241661,cam_h6d100c,H6D-100c,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869437,cam_h6d100c,H6D-100c,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847229,cam_h6d100c,H6D-100c,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613885,cam_h6d100c,H6D-100c,CameraModel,use_studio,商业棚拍,UseCase,SUITABLE_FOR,92,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 92}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102782,cam_h6d50c,H6D-50c,CameraModel,cat_mf,中画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241662,cam_h6d50c,H6D-50c,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869438,cam_h6d50c,H6D-50c,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847230,cam_h6d50c,H6D-50c,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613886,cam_h6d50c,H6D-50c,CameraModel,use_studio,商业棚拍,UseCase,SUITABLE_FOR,91,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 91}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102787,cam_hv,HV,CameraModel,cat_ff,全画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241667,cam_hv,HV,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869443,cam_hv,HV,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847235,cam_hv,HV,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613891,cam_hv,HV,CameraModel,use_portrait,人像摄影,UseCase,SUITABLE_FOR,86,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102803,cam_inspire3,Inspire 3,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241683,cam_inspire3,Inspire 3,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869459,cam_inspire3,Inspire 3,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847251,cam_inspire3,Inspire 3,CameraModel,brand_dji,大疆,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613907,cam_inspire3,Inspire 3,CameraModel,use_professional,商业专业拍摄,UseCase,SUITABLE_FOR,84,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 84}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102785,cam_lunar,Lunar,CameraModel,cat_apsc,APS-C画幅微单,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241665,cam_lunar,Lunar,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869441,cam_lunar,Lunar,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847233,cam_lunar,Lunar,CameraModel,brand_hasselblad,哈苏,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613889,cam_lunar,Lunar,CameraModel,use_travel,旅行随拍,UseCase,SUITABLE_FOR,88,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 88}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102735,cam_lx100m2,Lumix LX100 II,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241615,cam_lx100m2,Lumix LX100 II,CameraModel,reason_light,轻便机身,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869391,cam_lx100m2,Lumix LX100 II,CameraModel,band_entry,入门预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847183,cam_lx100m2,Lumix LX100 II,CameraModel,brand_panasonic,松下,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613839,cam_lx100m2,Lumix LX100 II,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,86,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 86}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102748,cam_m10r,M10-R,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241628,cam_m10r,M10-R,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869404,cam_m10r,M10-R,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847196,cam_m10r,M10-R,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613852,cam_m10r,M10-R,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,84,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 84}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102736,cam_m11,M11,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241616,cam_m11,M11,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869392,cam_m11,M11,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847184,cam_m11,M11,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613840,cam_m11,M11,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,96,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 96}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102738,cam_m11m,M11 Monochrom,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241618,cam_m11m,M11 Monochrom,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869394,cam_m11m,M11 Monochrom,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847186,cam_m11m,M11 Monochrom,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613842,cam_m11m,M11 Monochrom,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,94,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 94}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102737,cam_m11p,M11-P,CameraModel,cat_compact,便携固定镜头相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241617,cam_m11p,M11-P,CameraModel,reason_full_frame,全画幅画质,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869393,cam_m11p,M11-P,CameraModel,band_pro,专业预算,PriceBand,IN_PRICE_BAND,,,{}
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152921504606847185,cam_m11p,M11-P,CameraModel,brand_leica,徕卡,Brand,PRODUCED_BY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152928101676613841,cam_m11p,M11-P,CameraModel,use_street,街拍扫街,UseCase,SUITABLE_FOR,95,按品牌代表型号补充的用途关系,"{""note"": ""按品牌代表型号补充的用途关系"", ""score"": 95}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152923703630102797,cam_mavic3classic,Mavic 3 Classic,CameraModel,cat_vlog_compact,Vlog便携相机,CameraCategory,BELONGS_TO_CATEGORY,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152929201188241677,cam_mavic3classic,Mavic 3 Classic,CameraModel,reason_video,视频规格突出,Reason,HAS_REASON,,,"{""note"": """"}"
5:adc014b7-d83e-4a65-a38e-67d729d41303:1152930300699869453,cam_mavic3classic,Mavic 3 Classic,CameraModel,band_mid,中端预算,PriceBand,IN_PRICE_BAND,,,{}
